name,year,city,region,cuisine,price,url,stars,price_ordinal,price_mean,cuisine_original,major_city,stars_n,Review_rating,Review_count
the glasshouse,2019,Kew,United Kingdom,international cuisine,$$$,https://guide.michelin.com/gb/en/greater-london/kew/restaurant/the-glasshouse,1 star,3,62.5,modern cuisine,Kew,1,,
the golden peacock,2019,Macau,Macau,indian,$,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/the-golden-peacock,1 star,1,20.0,indian,Macau,1,,
the guest house,2019,Taipei,Taipei,chinese,$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/the-guest-house,2 stars,2,37.5,sichuan-huai yang,Taipei,2,,
the inn at little washington,2019,"Washington, D.C.",Washington DC,american,$$$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/the-inn-at-little-washington,3 stars,4,100.0,american,"Washington, D.C.",3,,
the kitchen,2019,Sacramento,California,contemporary,$$$$,https://guide.michelin.com/us/en/california/us-sacramento/restaurant/the-kitchen559371,1 star,4,100.0,contemporary,Sacramento,1,,
the kitchen,2019,Macau,Macau,american,$$$,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/the-kitchen417810,1 star,3,62.5,steakhouse,Macau,1,,
the man behind the curtain,2019,Leeds,United Kingdom,creative,$$$,https://guide.michelin.com/gb/en/kent/leeds/restaurant/the-man-behind-the-curtain,1 star,3,62.5,creative,Leeds,1,,
the modern,2019,New York,New York City,contemporary,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/the-modern,2 stars,4,100.0,contemporary,New York,2,,
the musket room,2019,New York,New York City,contemporary,$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/the-musket-room,1 star,3,62.5,contemporary,New York,1,,
the neptune,2019,Hunstanton,United Kingdom,international cuisine,$$$,https://guide.michelin.com/gb/en/norfolk/hunstanton/restaurant/the-neptune,1 star,3,62.5,modern cuisine,Hunstanton,1,,
the ninth,2019,Bloomsbury,United Kingdom,other european,$$$,https://guide.michelin.com/gb/en/greater-london/bloomsbury/restaurant/the-ninth,1 star,3,62.5,mediterranean cuisine,Bloomsbury,1,,
the ocean,2019,Hong Kong,Hong Kong,french,$$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/the-ocean,1 star,4,100.0,french,Hong Kong,1,,
the peat inn,2019,Peat Inn,United Kingdom,international cuisine,$$$,https://guide.michelin.com/gb/en/fife/peat-inn/restaurant/the-peat-inn,1 star,3,62.5,classic cuisine,Peat Inn,1,,
the progress,2019,San Francisco,California,american,$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/the-progress,1 star,3,62.5,californian,San Francisco,1,,
the restaurant at meadowood,2019,San Francisco,California,contemporary,$$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/the-restaurant-at-meadowood,3 stars,4,100.0,contemporary,San Francisco,3,,
the river café,2019,New York,New York City,contemporary,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/the-river-cafe,1 star,4,100.0,contemporary,New York,1,,
the song of india,2018,Singapore,Singapore,indian,$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/the-song-of-india,1 star,1,20.0,indian,Singapore,1,,
the sportsman,2019,Seasalter,United Kingdom,british,$$$,https://guide.michelin.com/gb/en/kent/seasalter/restaurant/the-sportsman,1 star,3,62.5,modern british,Seasalter,1,,
the square,2019,Mayfair,United Kingdom,french,$$$,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/the-square69391,1 star,3,62.5,creative french,Mayfair,1,,
the tasting room,2019,Macau,Macau,french,$$$,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/the-tasting-room,2 stars,3,62.5,french contemporary,Macau,2,,
the village pub,2019,San Francisco,California,contemporary,$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/the-village-pub,1 star,3,62.5,contemporary,San Francisco,1,,
the whitebrook,2019,Whitebrook,United Kingdom,british,$$$,https://guide.michelin.com/gb/en/monmouthshire/whitebrook/restaurant/the-whitebrook,1 star,3,62.5,modern british,Whitebrook,1,,
thomas carr @ the olive room,2019,Ilfracombe,United Kingdom,seafood,$$$,https://guide.michelin.com/gb/en/devon/ilfracombe/restaurant/thomas-carr-the-olive-room,1 star,3,62.5,seafood,Ilfracombe,1,,
thörnströms kök,2019,Göteborg,Sweden,international cuisine,$$$,https://guide.michelin.com/se/en/vastra-gotaland/goteborg/restaurant/thornstroms-kok,1 star,3,62.5,classic cuisine,Göteborg,1,,
ti trin ned,2019,Fredericia,Denmark,international cuisine,$$$,https://guide.michelin.com/dk/en/southern-denmark/fredericia/restaurant/ti-trin-ned,1 star,3,62.5,modern cuisine,Fredericia,1,,
tian,2019,Wien,Austria,vegetarian,$$$$,https://guide.michelin.com/at/en/vienna/wien/restaurant/tian,1 star,4,100.0,vegetarian,Wien,1,,
tien hsiang lo,2019,Taipei,Taipei,chinese,$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/tien-hsiang-lo,1 star,2,37.5,hang zhou,Taipei,1,,
tim allen's flitch of bacon,2019,Little Dunmow,United Kingdom,british,$$$,https://guide.michelin.com/gb/en/essex/little-dunmow/restaurant/tim-allen-s-flitch-of-bacon,1 star,3,62.5,modern british,Little Dunmow,1,,
tim ho wan (sham shui po),2019,Hong Kong,Hong Kong,chinese,$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/tim-ho-wan-sham-shui-po,1 star,1,20.0,dim sum,Hong Kong,1,,
tim's kitchen,2019,Macau,Macau,chinese,$$,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/tim-s-kitchen,1 star,2,37.5,cantonese,Macau,1,,
tin lung heen,2019,Hong Kong,Hong Kong,chinese,$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/tin-lung-heen,2 stars,3,62.5,cantonese,Hong Kong,2,,
topolobampo,2019,Chicago,Chicago,mexican,$$$$,https://guide.michelin.com/us/en/illinois/chicago/restaurant/topolobampo,1 star,4,100.0,mexican,Chicago,1,,
tosca,2019,Hong Kong,Hong Kong,italian,$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/tosca352519,1 star,3,62.5,italian,Hong Kong,1,,
trinity,2019,Clapham Common,United Kingdom,international cuisine,$$$,https://guide.michelin.com/gb/en/greater-london/clapham-common/restaurant/trinity,1 star,3,62.5,modern cuisine,Clapham Common,1,,
trishna,2019,Marylebone,United Kingdom,indian,$$$,https://guide.michelin.com/gb/en/greater-london/marylebone/restaurant/trishna,1 star,3,62.5,indian,Marylebone,1,,
trois mec,2019,Los Angeles,California,contemporary,$$$$,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/trois-mec,1 star,4,100.0,contemporary,Los Angeles,1,,
tudor room,2019,Egham,United Kingdom,international cuisine,$$$,https://guide.michelin.com/gb/en/surrey/egham/restaurant/tudor-room,1 star,3,62.5,modern cuisine,Egham,1,,
tuju,2019,São Paulo,Sao Paulo,creative,$$$$,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/tuju,2 stars,4,100.0,creative,São Paulo,2,,
tuome,2019,New York,New York City,other asian,$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/tuome,1 star,2,37.5,fusion,New York,1,,
tyddyn llan,2019,Llandrillo,United Kingdom,international cuisine,$$$,https://guide.michelin.com/gb/en/denbighshire/llandrillo/restaurant/tyddyn-llan,1 star,3,62.5,classic cuisine,Llandrillo,1,,
umu,2019,Mayfair,United Kingdom,japanese,$$$$,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/umu,2 stars,4,100.0,japanese,Mayfair,2,,
uncle boons,2019,New York,New York City,other asian,$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/uncle-boons,1 star,2,37.5,thai,New York,1,,
upper house,2019,Göteborg,Sweden,creative,$$$$,https://guide.michelin.com/se/en/vastra-gotaland/goteborg/restaurant/upper-house,1 star,4,100.0,creative,Göteborg,1,,
upstairs at mikkeller,2019,Bangkok,Thailand,international cuisine,$$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/upstairs-at-mikkeller,1 star,4,100.0,innovative,Bangkok,1,,
urasawa,2019,Los Angeles,California,japanese,$$$$,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/urasawa,2 stars,4,100.0,japanese,Los Angeles,2,,
varoulko seaside,2019,Athína,Greece,seafood,$$$$,https://guide.michelin.com/gr/en/attica/athina/restaurant/varoulko-seaside,1 star,4,100.0,seafood,Athína,1,,
vea,2019,Hong Kong,Hong Kong,international cuisine,$$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/vea,1 star,4,100.0,innovative,Hong Kong,1,,
veeraswamy,2019,Mayfair,United Kingdom,indian,$$$,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/veeraswamy,1 star,3,62.5,indian,Mayfair,1,,
vespertine,2019,Los Angeles,California,contemporary,$$$$,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/vespertine,2 stars,4,100.0,contemporary,Los Angeles,2,,
vollmers,2019,Malmö,Sweden,creative,$$$$,https://guide.michelin.com/se/en/skane/malmo/restaurant/vollmers,2 stars,4,100.0,creative,Malmö,2,,
volt,2019,Stockholm,Sweden,creative,$$$,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/volt,1 star,3,62.5,creative,Stockholm,1,,
wako,2019,San Francisco,California,japanese,$$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/wako,1 star,4,100.0,japanese,San Francisco,1,,
waku ghin,2018,Singapore,Singapore,japanese,$$$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/waku-ghin,2 stars,4,100.0,japanese contemporary,Singapore,2,,
wakuriya,2019,San Francisco,California,japanese,$$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/wakuriya,1 star,4,100.0,japanese,San Francisco,1,,
wallsé,2019,New York,New York City,austrian,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/wallse,1 star,4,100.0,austrian,New York,1,,
walnut tree,2019,Llanddewi Skirrid,United Kingdom,british,$$$,https://guide.michelin.com/gb/en/monmouthshire/llanddewi-skirrid/restaurant/walnut-tree,1 star,3,62.5,modern british,Llanddewi Skirrid,1,,
walter bauer,2019,Wien,Austria,international cuisine,$$$$,https://guide.michelin.com/at/en/vienna/wien/restaurant/walter-bauer,1 star,4,100.0,classic cuisine,Wien,1,,
waterside inn,2019,Bray,United Kingdom,french,$$$$,https://guide.michelin.com/gb/en/buckinghamshire/bray/restaurant/waterside-inn,3 stars,4,100.0,classic french,Bray,3,,
west house,2019,Biddenden,United Kingdom,british,$$$,https://guide.michelin.com/gb/en/kent/biddenden/restaurant/west-house,1 star,3,62.5,modern british,Biddenden,1,,
white swan,2019,Fence,United Kingdom,british,$$$,https://guide.michelin.com/gb/en/lancashire/fence/restaurant/white-swan,1 star,3,62.5,modern british,Fence,1,,
whitegrass,2018,Singapore,Singapore,australian,$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/whitegrass,1 star,2,37.5,australian,Singapore,1,,
wild honey inn,2019,Lios Dúin Bhearna Lisdoonvarna,Ireland,international cuisine,$$$,https://guide.michelin.com/ie/en/clare/lios-duin-bhearna-lisdoonvarna/restaurant/wild-honey-inn,1 star,3,62.5,classic cuisine,Lios Dúin Bhearna Lisdoonvarna,1,,
wilks,2019,Bristol,United Kingdom,british,$$$,https://guide.michelin.com/gb/en/south-gloucestershire/bristol/restaurant/wilks,1 star,3,62.5,modern british,Bristol,1,,
wing lei,2019,Macau,Macau,chinese,$$,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/wing-lei,1 star,2,37.5,cantonese,Macau,1,,
winteringham fields,2019,Winteringham,United Kingdom,international cuisine,$$$,https://guide.michelin.com/gb/en/north-lincolnshire/winteringham/restaurant/winteringham-fields,1 star,3,62.5,modern cuisine,Winteringham,1,,
woodspeen,2019,Newbury,United Kingdom,international cuisine,$$$,https://guide.michelin.com/gb/en/west-berkshire/newbury/restaurant/woodspeen,1 star,3,62.5,modern cuisine,Newbury,1,,
xin rong ji,2019,Hong Kong,Hong Kong,chinese,$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/xin-rong-ji,1 star,3,62.5,taizhou,Hong Kong,1,,
ya ge,2019,Taipei,Taipei,chinese,$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/ya-ge,1 star,2,37.5,cantonese,Taipei,1,,
yan toh heen,2019,Hong Kong,Hong Kong,chinese,$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/yan-toh-heen,2 stars,3,62.5,cantonese,Hong Kong,2,,
yat lok,2019,Hong Kong,Hong Kong,chinese,$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/yat-lok,1 star,1,20.0,cantonese roast meats,Hong Kong,1,,
yat tung heen (jordan),2019,Hong Kong,Hong Kong,chinese,$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/yat-tung-heen-jordan,1 star,2,37.5,cantonese,Hong Kong,1,,
yauatcha soho,2019,Soho,United Kingdom,chinese,$$$,https://guide.michelin.com/gb/en/greater-london/soho/restaurant/yauatcha-soho,1 star,3,62.5,chinese,Soho,1,,
yee tung heen,2019,Hong Kong,Hong Kong,chinese,$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/yee-tung-heen,1 star,2,37.5,cantonese,Hong Kong,1,,
ying,2019,Macau,Macau,chinese,$$,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/ying,1 star,2,37.5,cantonese,Macau,1,,
ying jee club,2019,Hong Kong,Hong Kong,chinese,$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/ying-jee-club,2 stars,2,37.5,cantonese,Hong Kong,2,,
ynyshir,2019,Machynlleth,United Kingdom,creative,$$$,https://guide.michelin.com/gb/en/ceredigion/machynlleth/restaurant/ynyshir,1 star,3,62.5,creative,Machynlleth,1,,
yorke arms,2019,Pateley Bridge,United Kingdom,international cuisine,$$$,https://guide.michelin.com/gb/en/north-yorkshire/pateley-bridge/restaurant/yorke-arms,1 star,3,62.5,modern cuisine,Pateley Bridge,1,,
yu yuan,2019,Seoul,South Korea,chinese,$$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/yu-yuan,1 star,3,62.5,chinese,Seoul,1,,
yè shanghai (tsim sha tsui),2019,Hong Kong,Hong Kong,chinese,$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/ye-shanghai-tsim-sha-tsui,1 star,1,20.0,shanghainese,Hong Kong,1,,
zero complex,2019,Seoul,South Korea,international cuisine,$$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/zero-complex,1 star,3,62.5,innovative,Seoul,1,,
zhejiang heen,2019,Hong Kong,Hong Kong,chinese,$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/zhejiang-heen,1 star,2,37.5,shanghainese,Hong Kong,1,,
zi yat heen,2019,Macau,Macau,chinese,$$,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/zi-yat-heen,1 star,2,37.5,cantonese,Macau,1,,
zz's clam bar,2019,New York,New York City,seafood,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/zz-s-clam-bar,1 star,4,100.0,seafood,New York,1,,
écriture,2019,Hong Kong,Hong Kong,french,$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/ecriture,2 stars,3,62.5,french contemporary,Hong Kong,2,,
épure,2019,,Hong Kong,french,$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/epure,1 star,3,62.5,french,,1,,
